,Amount
38179,1.99
38180,675.12
38181,8.99
38182,29.56
38183,10.59
38184,1.98
38185,27.44
38186,345.9
38187,39.0
38188,843.5
38189,43.0
38190,25.71
38191,1.0
38192,282.08
38193,0.89
38194,86.88
38195,0.89
38196,27.27
38197,269.94
38198,109.0
38199,78.99
38200,40.0
38201,12.0
38202,68.0
38203,59.7
38204,9.9
38205,1163.91
38206,22.48
38207,172.99
38208,48.5
38209,67.75
38210,189.0
38211,65.94
38212,15.52
38213,1.79
38214,10.13
38215,1.18
38216,4.99
38217,146.0
38218,40.29
38219,36.0
38220,69.45
38221,208.43
38222,89.99
38223,29.67
38224,25.95
38225,34.83
38226,56.5
38227,1.0
38228,124.4
38229,48.0
38230,38.0
38231,10.25
38232,8.99
38233,31.98
38234,1.98
38235,28.0
38236,14.95
38237,234.45
38238,10.0
38239,1.0
38240,2.69
38241,0.76
38242,12.31
38243,5.25
38244,1.18
38245,84.99
38246,363.38
38247,49.2
38248,134.07
38249,114.95
38250,102.3
38251,1.0
38252,123.5
38253,11.44
38254,102.0
38255,4.3
38256,1.54
38257,14.31
38258,22.91
38259,1.0
38260,53.85
38261,1.0
38262,168.2
38263,1.0
38264,2.68
38265,464.55
38266,29.0
38267,3.74
38268,37.83
38269,10.65
38270,24.85
38271,14.41
38272,8.37
38273,23.79
38274,61.99
38275,1944.0
38276,134.99
38277,14.2
38278,416.38
38279,1.39
38280,0.89
38281,10.0
38282,47.19
38283,3.57
38284,105.96
38285,1.9
38286,0.81
38287,203.85
38288,141.55
38289,342.17
38290,124.41
38291,261.62
38292,18.92
38293,158.0
38294,4.99
38295,57.0
38296,30.0
38297,55.65
38298,11.5
38299,3.59
38300,45.5
38301,1.18
38302,113.79
38303,10.0
38304,6.99
38305,14.95
38306,1007.0
38307,1.98
38308,52.4
38309,20.49
38310,25.79
38311,260.4
38312,1.0
38313,73.96
38314,76.96
38315,20.0
38316,24.95
38317,12.76
38318,8.25
38319,31.0
38320,86.12
38321,5.42
38322,22.99
38323,84.0
38324,125.0
38325,1.5
38326,179.5
38327,4.64
38328,10.74
38329,5.77
38330,13.5
38331,4.01
38332,11.5
38333,6.95
38334,100.0
38335,99.99
38336,1.0
38337,316.52
38338,19.95
38339,22.21
38340,90.0
38341,7.68
38342,0.95
38343,15.0
38344,1.0
38345,9.0
38346,117.7
38347,36.0
38348,15.0
38349,9.9
38350,37.92
38351,1.0
38352,89.0
38353,0.61
38354,3.17
38355,0.45
38356,8.36
38357,36.5
38358,16.54
38359,395.0
38360,8.73
38361,49.0
38362,1.0
38363,225.0
38364,8.99
38365,57.4
38366,86.9
38367,1.18
38368,29.1
38369,62.98
38370,2.45
38371,284.62
38372,292.8
38373,383.29
38374,14.27
38375,39.95
38376,0.01
38377,3.98
38378,5.49
38379,760.0
38380,7.67
38381,150.0
38382,8.99
38383,56.96
38384,0.77
38385,22.82
38386,1.51
38387,74.99
38388,1328.6
38389,9.99
38390,8.05
38391,1.0
38392,1.79
38393,0.23
38394,2.49
38395,19.71
38396,50.0
38397,12.31
38398,2.69
38399,134.99
38400,9.99
38401,3.56
38402,63.22
38403,59.0
38404,0.12
38405,11.85
38406,231.0
38407,5.02
38408,19.99
38409,26.6
38410,69.0
38411,191.28
38412,28.8
38413,39.95
38414,9.99
38415,5.99
38416,1.79
38417,5.9
38418,102.9
38419,12.99
38420,0.45
38421,1.0
38422,118.15
38423,1.79
38424,31.67
38425,35.95
38426,457.0
38427,201.33
38428,9.99
38429,299.0
38430,1.0
38431,87.0
38432,4.0
38433,120.09
38434,14.95
38435,3.43
38436,3.59
38437,0.76
38438,9.99
38439,0.76
38440,37.99
38441,0.76
38442,10.75
38443,126.61
38444,3.35
38445,87.0
38446,3.38
38447,2.69
38448,15.13
38449,12.0
38450,0.89
38451,18.98
38452,60.1
38453,2.49
38454,1.0
38455,54.99
38456,125.9
38457,0.02
38458,178.8
38459,14.9
38460,22.85
38461,29.75
38462,52.21
38463,220.46
38464,119.92
38465,9.43
38466,4.2
38467,18.28
38468,1.0
38469,0.76
38470,320.0
38471,29.59
38472,9.99
38473,150.0
38474,159.72
38475,9.48
38476,284.98
38477,1.5
38478,141.0
38479,8.98
38480,21.0
38481,16.0
38482,12.57
38483,159.0
38484,1.0
38485,1405.18
38486,55.07
38487,6.05
38488,12.26
38489,13.97
38490,26.44
38491,1.0
38492,977.0
38493,3.0
38494,140.38
38495,2.2
38496,1.99
38497,25.93
38498,73.85
38499,5.0
38500,40.0
38501,1.0
38502,0.76
38503,5.0
38504,127.9
38505,23.94
38506,1.98
38507,149.0
38508,7.13
38509,15.0
38510,171.0
38511,1.29
38512,0.0
38513,116.09
38514,26.76
38515,13.58
38516,50.39
38517,120.3
38518,158.0
38519,25.0
38520,808.59
38521,0.76
38522,4.49
38523,4.86
38524,84.8
38525,109.5
38526,3.59
38527,132.98
38528,78.99
38529,25.37
38530,10.99
38531,9.0
38532,4.49
38533,1.29
38534,32.39
38535,17.99
38536,105.81
38537,67.46
38538,197.0
38539,24.35
38540,99.0
38541,24.95
38542,32.71
38543,25.0
38544,22.96
38545,366.78
38546,17.85
38547,127.63
38548,112.07
38549,1.98
38550,20.1
38551,41.89
38552,28.75
38553,48.8
38554,339.91
38555,41.11
38556,15.99
38557,30.49
38558,2.15
38559,98.84
38560,1.78
38561,0.76
38562,1.0
38563,23.9
38564,29.9
38565,17.5
38566,82.0
38567,149.58
38568,49.99
38569,0.12
38570,0.0
38571,28.61
38572,43.74
38573,56.96
38574,6.8
38575,51.0
38576,7.95
38577,4.89
38578,0.76
38579,0.01
38580,172.24
38581,18.48
38582,15.0
38583,6.17
38584,373.5
38585,21.16
38586,5.88
38587,10.0
38588,119.99
38589,583.21
38590,11.5
38591,131.55
38592,86.0
38593,9.99
38594,18.68
38595,14.99
38596,3.27
38597,0.9
38598,521.78
38599,9.08
38600,1.0
38601,62.45
38602,2.28
38603,0.97
38604,2.7
38605,76.36
38606,10.0
38607,30.31
38608,56.18
38609,62.98
38610,128.0
38611,3669.42
38612,124.0
38613,204.29
38614,60.98
38615,5.08
38616,13.77
38617,14.16
38618,2775.17
38619,133.0
38620,12.89
38621,759.95
38622,268.22
38623,100.0
38624,17.5
38625,1.29
38626,7.7
38627,9.99
38628,14.69
38629,214.14
38630,12.13
38631,8.49
38632,199.66
38633,0.0
38634,47.72
38635,17.77
38636,0.76
38637,15.08
38638,2.58
38639,88.43
38640,30.74
38641,3.06
38642,26.0
38643,91.67
38644,69.0
38645,0.99
38646,9.99
38647,60.45
38648,14.84
38649,1.18
38650,30.0
38651,59.7
38652,11.48
38653,1.79
38654,79.11
38655,22.5
38656,60.0
38657,0.89
38658,31.92
38659,84.14
38660,39.04
38661,96.5
38662,20.9
38663,15.13
38664,59.78
38665,139.93
38666,4.49
38667,11.5
38668,73.9
38669,9.99
38670,8.94
38671,63.22
38672,0.77
38673,135.18
38674,105.17
38675,124.53
38676,27.6
38677,1.79
38678,99.99
38679,20.0
38680,26.99
38681,4.49
38682,70.0
38683,39.84
38684,0.78
38685,3.75
38686,2871.16
38687,22.38
38688,0.0
38689,137.49
38690,50.0
38691,20.0
38692,54.97
38693,12.99
38694,74.34
38695,20.0
38696,17.67
38697,1.4
38698,25.0
38699,724.3
38700,19.99
38701,81.9
38702,372.75
38703,81.0
38704,177.72
38705,130.34
38706,56.0
38707,2065.25
38708,2.69
38709,29.99
38710,192.05
38711,18.0
38712,1.0
38713,1.79
38714,2.5
38715,26.05
38716,19.21
38717,28.44
38718,104.66
38719,3.59
38720,6.9
38721,116.6
38722,24.0
38723,71.9
38724,402.0
38725,102.0
38726,3.96
38727,94.95
38728,0.92
38729,18.88
38730,71.1
38731,16.0
38732,67.48
38733,1.0
38734,10.77
38735,85.7
38736,0.69
38737,1.79
38738,1.49
38739,25.0
38740,9.99
38741,1.0
38742,15.0
38743,9.99
38744,152.79
38745,118.0
38746,9.99
38747,300.22
38748,209.03
38749,35.0
38750,11.38
38751,12.99
38752,0.89
38753,16.85
38754,77.85
38755,1.0
38756,1.98
38757,0.89
38758,15.0
38759,25.57
38760,5.36
38761,31.01
38762,1214.35
38763,11.49
38764,42.52
38765,1.0
38766,1.29
38767,9.98
38768,7.68
38769,460.5
38770,1.0
38771,9.99
38772,63.8
38773,40.0
38774,3.42
38775,215.0
38776,9.46
38777,12.99
38778,110.99
38779,10.25
38780,12.95
38781,1.98
38782,1.79
38783,265.37
38784,50.0
38785,14.47
38786,530.72
38787,19.95
38788,0.89
38789,24.0
38790,189.0
38791,0.76
38792,19.1
38793,15.29
38794,210.59
38795,25.0
38796,15.9
38797,56.03
38798,1.5
38799,49.75
38800,144.99
38801,28.93
38802,128.9
38803,44.99
38804,44.95
38805,7.99
38806,22.15
38807,37.83
38808,10.0
38809,17.77
38810,3.79
38811,7.53
38812,26.91
38813,0.89
38814,50.0
38815,4.94
38816,7.99
38817,99.0
38818,699.0
38819,15.29
38820,78.0
38821,1.0
38822,1.98
38823,34.95
38824,59.0
38825,9.99
38826,175.6
38827,66.5
38828,1.02
38829,131.7
38830,112.0
38831,19.95
38832,50.0
38833,157.32
38834,19.09
38835,325.1
38836,76.0
38837,2.0
38838,3.5
38839,105.0
38840,29.99
38841,3.4
38842,200.0
38843,4.8
38844,15.0
38845,11.5
38846,1.98
38847,37.99
38848,0.99
38849,15.0
38850,259.47
38851,1.98
38852,18.91
38853,0.1
38854,0.99
38855,5.06
38856,18.8
38857,102.0
38858,69.86
38859,53.27
38860,4.53
38861,10.99
38862,529.44
38863,60.0
38864,0.99
38865,214.77
38866,6.0
38867,12.86
38868,43.33
38869,36.6
38870,308.0
38871,1.29
38872,90.0
38873,7.56
38874,2.51
38875,14.95
38876,72.55
38877,58.17
38878,14.9
38879,990.62
38880,784.6
38881,117.44
38882,19.8
38883,0.99
38884,10.4
38885,3.69
38886,1.98
38887,19.99
38888,39.0
38889,3.92
38890,99.99
38891,1.0
38892,1.0
38893,11.85
38894,67.91
38895,45.0
38896,9.99
38897,12.31
38898,209.32
38899,100.07
38900,1.98
38901,23.93
38902,500.0
38903,64.95
38904,19.72
38905,36.55
38906,423.0
38907,1.0
38908,9.99
38909,25.0
38910,215.0
38911,150.0
38912,42.71
38913,10.77
38914,3.48
38915,56.43
38916,15.95
38917,2.58
38918,0.92
38919,179.02
38920,0.76
38921,11.5
38922,75.17
38923,44.99
38924,30.53
38925,12.24
38926,85.5
38927,40.54
38928,135.0
38929,489.95
38930,103.0
38931,1.49
38932,40.99
38933,249.41
38934,9.21
38935,28.95
38936,15.0
38937,1.78
38938,35.04
38939,5.0
38940,25.85
38941,34.0
38942,20.0
38943,3.9
38944,365.9
38945,0.76
38946,3.9
38947,592.98
38948,15.0
38949,34.95
38950,95.87
38951,2.67
38952,19.95
38953,99.5
38954,10.0
38955,444.89
38956,204.15
38957,24.99
38958,0.89
38959,3.77
38960,129.88
38961,500.0
38962,196.0
38963,118.39
38964,7.99
38965,1.98
38966,17.76
38967,69.9
38968,2.75
38969,0.77
38970,26.84
38971,1.0
38972,7.98
38973,1.51
38974,0.89
38975,0.99
38976,75.75
38977,109.0
38978,3.99
38979,442.06
38980,10.4
38981,22.16
38982,1.0
38983,23.6
38984,24.99
38985,6.0
38986,24.9
38987,11.85
38988,1.0
38989,19.95
38990,9.99
38991,10.74
38992,55.0
38993,156.18
38994,1.29
38995,2.0
38996,100.07
38997,29.95
38998,5.0
38999,23.27
39000,29.95
39001,65.16
39002,8.94
39003,65.0
39004,2.0
39005,150.03
39006,7.95
39007,88.23
39008,1095.97
39009,1.98
39010,1.98
39011,19.13
39012,4.95
39013,60.9
39014,96.62
39015,716.3
39016,378.04
39017,1.79
39018,1.98
39019,84.95
39020,317.4
39021,108.37
39022,1.0
39023,15.0
39024,76.56
39025,135.59
39026,6.67
39027,39.0
39028,798.0
39029,311.1
39030,1.98
39031,2.58
39032,11.8
39033,3.84
39034,30.98
39035,8.18
39036,88.2
39037,3.8
39038,0.85
39039,178.38
39040,120.58
39041,95.45
39042,0.77
39043,8.0
39044,68.0
39045,17.77
39046,56.0
39047,0.89
39048,279.0
39049,32.98
39050,148.52
39051,5.2
39052,76.85
39053,82.65
39054,39.95
39055,5.99
39056,3.94
39057,100.0
39058,512.65
39059,0.99
39060,323.72
39061,1.0
39062,125.25
39063,47.9
39064,28.74
39065,160.0
39066,118.0
39067,16.98
39068,16.98
39069,1.0
39070,8.7
39071,15.95
39072,6.66
39073,11.85
39074,130.0
39075,350.0
39076,91.73
39077,54.99
39078,1.0
39079,113.49
39080,15.0
39081,8.76
39082,4.99
39083,1000.0
39084,85.0
39085,0.99
39086,635.54
39087,2.36
39088,9.99
39089,4.78
39090,0.76
39091,1.29
39092,17.99
39093,157.75
39094,20.0
39095,21.1
39096,8.72
39097,1.0
39098,124.44
39099,116.69
39100,18.0
39101,10.0
39102,180.0
39103,14.95
39104,145.2
39105,400.7
39106,3507.54
39107,79.5
39108,9.2
39109,6.45
39110,50.75
39111,298.73
39112,17.05
39113,20.0
39114,10.03
39115,4.79
39116,11.5
39117,82.7
39118,4.99
39119,20.0
39120,1.98
39121,42.85
39122,4.32
39123,15.0
39124,76.2
39125,1948.32
39126,16.0
39127,36.0
39128,96.8
39129,26.12
39130,17.81
39131,15.52
39132,169.0
39133,74.0
39134,164.95
39135,64.9
39136,29.95
39137,177.7
39138,578.0
39139,7.18
39140,20.0
39141,699.0
39142,7.68
39143,65.1
39144,0.0
39145,73.94
39146,74.95
39147,7.0
39148,2.68
39149,32.5
39150,1.9
39151,89.4
39152,1.79
39153,27.97
39154,9.99
39155,0.99
39156,4.78
39157,30.24
39158,146.44
39159,0.76
39160,29.97
39161,12.9
39162,1.79
39163,6.99
39164,85.45
39165,8.91
39166,46.4
39167,9.42
39168,5.99
39169,13.28
39170,29.56
39171,1.0
39172,7.58
39173,1.0
39174,2.69
39175,1.47
39176,50.36
39177,7.58
39178,20.0
39179,1.0
39180,120.36
39181,4.99
39182,980.31
39183,12.57
39184,16.34
39185,1888.43
39186,45.0
39187,13.98
39188,0.32
39189,257.0
39190,31.85
39191,0.69
39192,1.98
39193,298.0
39194,40.57
39195,10.99
39196,338.77
39197,11.5
39198,69.0
39199,45.0
39200,2.58
39201,107.91
39202,277.0
39203,52.15
39204,1110.83
39205,7.25
39206,11.53
39207,21.0
39208,244.95
39209,477.24
39210,14.84
39211,1.0
39212,389.8
39213,12.99
39214,23.94
39215,3.0
39216,62.05
39217,11.5
39218,35.14
39219,1354.06
39220,2.79
39221,19.97
39222,483.5
39223,45.99
39224,12.99
39225,20.19
39226,6.09
39227,11.96
39228,82.9
39229,1.0
39230,18.61
39231,14.26
39232,1.29
39233,26.21
39234,1.99
39235,771.0
39236,499.95
39237,15.22
39238,11.59
39239,1.29
39240,0.0
39241,114.1
39242,1.0
39243,44.31
39244,41.94
39245,1.0
39246,8.7
39247,24.02
39248,1.0
39249,125.0
39250,16.94
39251,42.44
39252,1.5
39253,62.99
39254,14.55
39255,0.76
39256,1.0
39257,23.95
39258,25.0
39259,55.5
39260,10.0
39261,105.85
39262,94.08
39263,5.0
39264,0.89
39265,195.0
39266,12.31
39267,64.7
39268,1.0
39269,19.36
39270,15.73
39271,5.95
39272,39.95
39273,46.1
39274,29.5
39275,29.4
39276,11.99
39277,0.76
39278,245.0
39279,10.94
39280,1.0
39281,85.0
39282,1.0
39283,580.1
39284,57.0
39285,63.0
39286,0.89
39287,9.42
39288,7.87
39289,0.76
39290,144.0
39291,0.23
39292,9.99
39293,0.47
39294,5.48
39295,0.76
39296,8.37
39297,28.0
39298,49.75
39299,273.42
39300,1.89
39301,1.29
39302,69.0
39303,31.2
39304,1.98
39305,56.14
39306,144.0
39307,25.5
39308,20.44
39309,94.95
39310,249.0
39311,0.76
39312,30.0
39313,399.99
39314,7.03
39315,10.59
39316,26.0
39317,3.6
39318,19.03
39319,0.77
39320,8.77
39321,55.0
39322,93.58
39323,546.9
39324,15.0
39325,263.0
39326,278.09
39327,24.38
39328,17.99
39329,1.98
39330,184.63
39331,30.95
39332,6.0
39333,21.25
39334,10.65
39335,4.49
39336,1.78
39337,21.56
39338,350.0
39339,26.99
39340,9.56
39341,1.0
39342,0.12
39343,9.99
39344,26.87
39345,55.94
39346,9.49
39347,26.08
39348,29.99
39349,1.46
39350,14.71
39351,26.53
39352,28.75
39353,200.0
39354,10.99
39355,2.28
39356,20.8
39357,20.0
39358,4.99
39359,99.47
39360,254.69
39361,111.9
39362,19.99
39363,7.96
39364,26.8
39365,58.93
39366,0.01
39367,103.99
39368,23.0
39369,116.34
39370,0.74
39371,50.96
39372,109.05
39373,1.0
39374,76.31
39375,1.98
39376,2.0
39377,327.6
39378,200.0
39379,8.32
39380,0.99
39381,3.78
39382,13.69
39383,11.5
39384,166.6
39385,1.98
39386,1.46
39387,4.49
39388,88.87
39389,11.85
39390,1.29
39391,10.0
39392,8.0
39393,8.95
39394,21.87
39395,0.01
39396,25.82
39397,61.15
39398,1.62
39399,1.0
39400,42.0
39401,89.97
39402,9.99
39403,39.6
39404,9.98
39405,98.0
39406,273.8
39407,1.0
39408,2.16
39409,1.98
39410,18.0
39411,11.95
39412,41.93
39413,283.01
39414,546.0
39415,15.0
39416,6.64
39417,22.78
39418,59.95
39419,22.8
39420,9.99
39421,79.99
39422,251.75
39423,5.0
39424,5.67
39425,12.99
39426,4.0
39427,4.0
39428,1.98
39429,7.25
39430,38.03
39431,1.0
39432,4.99
39433,270.77
39434,444.28
39435,15.0
39436,54.07
39437,0.89
39438,16.18
39439,4.0
39440,1.29
39441,9.99
39442,49.0
39443,19.95
39444,9.99
39445,6.79
39446,125.0
39447,97.01
39448,17.9
39449,257.11
39450,7.37
39451,14.99
39452,133.47
39453,13.03
39454,3.58
39455,1.98
39456,107.0
39457,10.0
39458,47.85
39459,157.24
39460,519.5
39461,49.31
39462,20.78
39463,38.27
39464,49.99
39465,134.06
39466,3.96
39467,40.0
39468,133.49
39469,169.14
39470,9.85
39471,236.0
39472,15.99
39473,19.65
39474,76.48
39475,5.99
39476,0.0
39477,76.48
39478,7.68
39479,74.16
39480,11.97
39481,99.0
39482,350.0
39483,1.0
39484,9.82
39485,128.0
39486,977.0
39487,20.0
39488,77.17
39489,136.61
39490,37.0
39491,9.72
39492,1.0
39493,19.81
39494,1.0
39495,7.0
39496,90.0
39497,15.68
39498,11.37
39499,204.3
39500,108.57
39501,550.0
39502,30.0
39503,0.81
39504,33.74
39505,39.6
39506,35.78
39507,12.99
39508,21.03
39509,0.89
39510,12.42
39511,84.6
39512,9.86
39513,85.19
39514,13.5
39515,11.53
39516,278.7
39517,2.5
39518,16.91
39519,126.5
39520,1.0
39521,20.0
39522,89.95
39523,730.53
39524,79.95
39525,20.0
39526,4.49
39527,2.32
39528,1.0
39529,1.79
39530,8.0
39531,13.99
39532,206.0
39533,1.78
39534,1.29
39535,1.0
39536,33.2
39537,47.7
39538,3.76
39539,216.0
39540,96.66
39541,2.12
39542,1.0
39543,19.95
39544,2500.0
39545,51.0
39546,1.0
39547,47.19
39548,1.0
39549,24.99
39550,1.98
39551,917.32
39552,1.0
39553,18.49
39554,2.99
39555,0.0
39556,7.64
39557,0.89
39558,1.0
39559,288.08
39560,5.0
39561,50.0
39562,19.95
39563,11.27
39564,1.0
39565,37.77
39566,1.0
39567,1510.84
39568,0.89
39569,2.28
39570,164.35
39571,11.85
39572,6.9
39573,22.0
39574,222.09
39575,6.05
39576,69.99
39577,74.0
39578,28.96
39579,0.89
39580,1.0
39581,12.5
39582,1.29
39583,96.0
39584,5.95
39585,199.0
39586,86.47
39587,50.0
39588,89.99
39589,0.99
39590,24.71
39591,15.0
39592,0.76
39593,59.95
39594,89.99
39595,1.0
39596,112.7
39597,13.99
39598,75.17
39599,18.6
39600,1917.11
39601,6.99
39602,5.32
39603,9.5
39604,12.5
39605,0.89
39606,1.98
39607,22.05
39608,145.96
39609,1.0
39610,40.72
39611,30.0
39612,20.0
39613,338.0
39614,1.79
39615,23.66
39616,2.28
39617,59.76
39618,10.07
39619,22.65
39620,162.24
39621,16.97
39622,2.69
39623,156.51
39624,7.7
39625,1.78
39626,1.0
39627,10.0
39628,46.8
39629,382.4
39630,29.99
39631,2.68
39632,271.95
39633,1.98
39634,9.39
39635,246.0
39636,1.79
39637,12.99
39638,0.95
39639,79.0
39640,30.97
39641,1.0
39642,13.71
39643,33.89
39644,43.98
39645,34.95
39646,67.5
39647,29.9
39648,1.0
39649,40.0
39650,1.98
39651,145.88
39652,0.76
39653,421.86
39654,87.0
39655,16.31
39656,0.99
39657,22.0
39658,5.99
39659,1.0
39660,1036.47
39661,9.99
39662,14.92
39663,278.15
39664,11.0
39665,164.65
39666,1.29
39667,9.99
39668,1.0
39669,465.95
39670,0.0
39671,144.0
39672,3684.62
39673,19.0
39674,358.99
39675,17.06
39676,29.95
39677,5.38
39678,1.0
39679,47.31
39680,90.0
39681,0.76
39682,4.5
39683,38.0
39684,33.32
39685,1.0
39686,20.44
39687,211.56
39688,11.38
39689,15.15
39690,13.56
39691,184.0
39692,1.0
39693,1.21
39694,81.0
39695,9.84
39696,32.0
39697,1.98
39698,11.85
39699,15.0
39700,37.3
39701,159.09
39702,198.28
39703,95.84
39704,42.5
39705,0.89
39706,19.29
39707,21.99
39708,625.42
39709,100.37
39710,75.91
39711,528.0
39712,19.27
39713,9.0
39714,220.0
39715,10.98
39716,1.98
39717,30.0
39718,50.0
39719,45.7
39720,49.95
39721,26.8
39722,3.78
39723,1.0
39724,37.0
39725,30.0
39726,57.81
39727,328.76
39728,8.99
39729,10.16
39730,5.0
39731,252.35
39732,24.9
39733,6.0
39734,1.98
39735,6.5
39736,23.0
39737,69.0
39738,137.47
39739,3.56
39740,59.13
39741,346.8
39742,37.0
39743,17.64
39744,1.0
39745,5.0
39746,10.0
39747,4.99
39748,54.9
39749,2.68
39750,6.4
39751,29.27
39752,3.78
39753,79.0
39754,2.69
39755,5.99
39756,8.99
39757,4.69
39758,417.22
39759,31.87
39760,1.0
39761,505.0
39762,604.2
39763,1.52
39764,9.83
39765,200.0
39766,1.29
39767,1.29
39768,27.83
39769,76.85
39770,19.99
39771,1.99
39772,94.91
39773,8.98
39774,11.66
39775,4.9
39776,341.97
39777,0.89
39778,3.59
39779,49.9
39780,1.29
39781,10.93
39782,319.78
39783,1.29
39784,87.05
39785,11.83
39786,64.0
39787,20.0
39788,130.12
39789,64.96
39790,110.55
39791,166.0
39792,2.67
39793,2.28
39794,79.0
39795,140.0
39796,65.4
39797,2.0
39798,0.76
39799,49.99
39800,24.95
39801,8.98
39802,49.99
39803,15.0
39804,9.99
39805,216.92
39806,83.56
39807,111.67
39808,7.68
39809,0.77
39810,1.0
39811,76.75
39812,1.0
39813,30.0
39814,141.0
39815,1.29
39816,61.5
39817,90.77
39818,207.72
39819,16.51
39820,14.71
39821,314.96
39822,15.95
39823,28.74
39824,384.0
39825,32.45
39826,696.46
39827,8.16
39828,8.99
39829,384.59
39830,0.89
39831,34.98
39832,4.99
39833,1.0
39834,115.0
39835,39.54
39836,77.1
39837,24.75
39838,39.0
39839,198.0
39840,73.95
39841,46.25
39842,16.23
39843,437.95
39844,13.57
39845,23.74
39846,219.0
39847,45.0
39848,47.19
39849,17.68
39850,0.89
39851,1.98
39852,22.9
39853,6.7
39854,170.87
39855,284.35
39856,220.0
39857,1.78
39858,27.18
39859,118.0
39860,0.99
39861,177.65
39862,393.0
39863,400.0
39864,32.31
39865,29.95
39866,50.89
39867,26.91
39868,65.0
39869,170.05
39870,50.9
39871,164.74
39872,392.04
39873,41.1
39874,1.0
39875,32.7
39876,155.0
39877,9.99
39878,3.58
39879,19.8
39880,20.8
39881,15.99
39882,25.81
39883,35.9
39884,250.0
39885,126.9
39886,10.62
39887,0.89
39888,9.99
39889,5.0
39890,11.85
39891,1.0
39892,937.69
39893,6.08
39894,54.42
39895,50.0
39896,36.23
39897,179.4
39898,22.46
39899,49.6
39900,0.0
39901,403.8
39902,1.0
39903,10.04
39904,96.0
39905,10.0
39906,17.6
39907,1.0
39908,1673.61
39909,77.55
39910,2.11
39911,89.99
39912,57.4
39913,65.42
39914,64.24
39915,660.32
39916,3.33
39917,17.99
39918,120.02
39919,23.0
39920,26.85
39921,31.5
39922,98.97
39923,368.33
39924,43.16
39925,8.95
39926,69.61
39927,1.0
39928,1694.36
39929,79.14
39930,26.0
39931,0.89
39932,2.12
39933,14.37
39934,3.0
39935,263.51
39936,12.31
39937,59.0
39938,74.0
39939,37.44
39940,11.0
39941,0.89
39942,114.32
39943,133.88
39944,21.9
39945,1.9
39946,190.0
39947,9.85
39948,12.99
39949,591.46
39950,30.98
39951,2.5
39952,77.48
39953,49.71
39954,4.49
39955,34.66
39956,29.6
39957,40.0
39958,36.0
39959,31.48
39960,15.73
39961,7.94
39962,9.99
39963,253.5
39964,45.0
39965,75.91
39966,5.0
39967,15.0
39968,60.0
39969,36.0
39970,10.2
39971,654.71
39972,16.98
39973,0.76
39974,12.54
39975,11.5
39976,10.91
39977,1.0
39978,1061.69
39979,124.0
39980,36.89
39981,8.99
39982,83.33
39983,0.72
39984,229.96
39985,24.99
39986,39.0
39987,27.0
39988,16.99
39989,50.0
39990,730.32
39991,4.6
39992,9.99
39993,1.02
39994,7636.3
39995,53.95
39996,30.0
39997,71.0
39998,1.0
39999,6.95
40000,0.39
40001,2.0
40002,4.71
40003,103.0
40004,22.76
40005,64.48
40006,9.99
40007,136.96
40008,15.98
40009,0.89
40010,9.99
40011,1.98
40012,8.99
40013,2.29
40014,68.5
40015,34.93
40016,1.0
40017,82.0
40018,56.09
40019,16.41
40020,9.81
40021,5.0
40022,4.99
40023,1.98
40024,1.0
40025,1.79
40026,250.0
40027,1.98
40028,1.78
40029,40.41
40030,1412.26
40031,56.0
40032,70.97
40033,24.99
40034,1.78
40035,16.71
40036,0.99
40037,1.0
40038,1.29
40039,200.8
40040,7.56
40041,26.77
40042,3.78
40043,150.54
40044,46.85
40045,34.0
40046,43.4
40047,13.98
40048,1.0
40049,250.0
40050,0.77
40051,12.4
40052,0.99
40053,9.86
40054,0.74
40055,251.14
40056,12.56
40057,89.0
40058,71.31
40059,33.53
40060,79.5
40061,102.9
40062,24.99
40063,252.58
40064,78.9
40065,15.0
40066,1.5
40067,1.0
40068,459.0
40069,30.24
40070,10.21
40071,141.0
40072,109.5
40073,9.06
40074,20.71
40075,3.59
40076,272.65
40077,7.83
40078,400.0
40079,11.85
40080,2.69
40081,26.59
40082,1.98
40083,26.81
40084,0.89
40085,105.09
40086,10.99
40087,1.98
40088,2.99
40089,23.04
40090,35.85
40091,89.8
40092,60.0
40093,1.0
40094,62.0
40095,120.33
40096,4.49
40097,55.0
40098,10.0
40099,0.76
40100,105.23
40101,11.99
40102,14.68
40103,16.18
40104,20.53
40105,0.89
40106,1.98
40107,649.2
40108,1.98
40109,64.99
40110,9.83
40111,32.99
40112,0.89
40113,632.57
40114,25.69
40115,12.54
40116,54.12
40117,80.56
40118,10.99
40119,162.65
40120,121.98
40121,16.64
40122,183.1
40123,1.0
40124,9.99
40125,77.7
40126,11.85
40127,68.0
40128,1.79
40129,26.0
40130,33.9
40131,87.37
40132,9.99
40133,2.28
40134,93.68
40135,44.13
40136,129.0
40137,1.0
40138,41.61
40139,15.0
40140,44.0
40141,195.0
40142,23.36
40143,110.0
40144,63.54
40145,4.46
40146,26.4
40147,26.55
40148,59.0
40149,69.32
40150,9.41
40151,3.66
40152,0.76
40153,9.83
40154,423.7
40155,7.78
40156,8.65
40157,1.0
40158,0.77
40159,222.52
40160,534.08
40161,118.7
40162,0.89
40163,72.46
40164,116.68
40165,1.0
40166,7.87
40167,4.99
40168,17.99
40169,1.0
40170,42.81
40171,8.99
40172,14.8
40173,89.95
